id,area,page,feature,story,expected,evidence,test_via,status,error_found,fix_ref,notes
CAT-024,API catalog/cost,POST /api/v1/material-library/{version_id}/publish,Publish material catalog,"As an org admin, I publish a draft with an effective date so the costing engine overlays it from that instant.","Org-admin; only drafts publishable (already-published = 409); effective_from in the past = 400; publishing closes the previously open version's effective_to (no overlap). Side effects in same txn: org cost decisions marked stale (reason material_library_published:vN, stale_at=effective_from) and library.version_published audit event.",backend/src/api/material_library.py:227-256,API,TESTED-PASS,,,published v1: status=published effective_from=2026-08-05T23:06:05.347371+00:00; decision stale_reason=material_library_published:v1 stale_at=2026-08-05T23:06:05.347371+00:00
CAT-025,API catalog/cost,GET /api/v1/rate-library + /effective + /{version_id},Rate-card versions list/effective/detail,"As a viewer, I list my org's rate-card versions, read one with payload, and see whether the engine is actually using a governed card vs. hardcoded RATE_CARD_V0.","Viewer role; org-scoped; no org = empty list / 404 detail. /effective: using_governed true only when RATE_LIBRARY_ENABLED and a published card in effect, else source='default_rate_card_v0'; always provenance:'default', validated:false.",backend/src/api/rate_library.py:74-135,API,TESTED-PASS,,,initial empty-versions list + flag_enabled verified in earlier run before drafts existed; post-publish: flag=True governed=True source=governed_rate_card
CAT-026,API catalog/cost,POST /api/v1/rate-library + PATCH/DELETE /{version_id} + POST /{version_id}/archive,Rate-card draft lifecycle,"As an org admin, I draft a rate card (default table or copy of a version), edit it while draft, discard drafts, and archive superseded published versions.",Org-admin; 400 no org. Payload validated on create/edit (400 on invalid); edit/discard non-draft = 409; archive non-published = 409; archiving the currently-in-effect card = 409 (would strand the engine); unknown/foreign version = 404.,backend/src/api/rate_library.py:138-221; rate_library_service.py:276-403,API,TESTED-PASS,,,"create-default-draft (200, payload seeded from default table), copy via from_version_id, and draft discard all verified in earlier run"
CAT-027,API catalog/cost,GET /api/v1/rate-library/{version_id}/diff/{other_id},Rate-card structural diff,"As a viewer, I see exactly which leaf keys changed between two of my org's rate-card versions (path, from, to) to review a governance change.",Viewer role; both versions must exist in caller's org else 404 (never cross-tenant). Only genuinely changed leaf keys listed; unchanged keys never appear; response includes serialized from/to metadata.,backend/src/api/rate_library.py:224-250,API,TESTED-PASS,,,"diff={""changed"": [{""path"": ""global.labor_rate"", ""from"": 70.0, ""to"": 35.0}], ""added"": [], ""removed"": []}; cross-org: foreign rate diff verified"
CAT-028,API catalog/cost,POST /api/v1/rate-library/{version_id}/publish,Publish rate card,"As an org admin, I publish a draft rate card with an effective date so the engine reads it as the base default table.",Org-admin; draft-only (409 otherwise); past effective_from = 400; timeline never overlaps (prior open version closed). Marks org cost decisions stale (reason rate_library_published:vN) and emits library.version_published audit event in same txn.,backend/src/api/rate_library.py:253-282,API,TESTED-PASS,,,"publish/409/400/timeline-close verified; fresh decision marked stale with reason=rate_library_published:v4; already-stale decisions keep first reason by design (stale_at IS NULL filter, cost_decision_service.py:593)"
CAT-029,API catalog/cost,GET /api/v1/shop-library + GET /{version_id},Shop-profile versions list + detail,"As a viewer, I list my org's per-slug shop-profile versions and read one with payload, replacing the read-only flat-file profiles.",Viewer role; org-scoped; no org = empty list / 404 detail; foreign version = 404; flag_enabled reflects SHOP_LIBRARY_ENABLED. Governed profile is declared calibration bound as SHOP provenance — never validated/certified.,backend/src/api/shop_library.py:76-108,API,TESTED-PASS,,,
CAT-030,API catalog/cost,POST /api/v1/shop-library + PATCH/DELETE /{version_id} + POST /{version_id}/archive + POST /{version_id}/publish,Shop-profile lifecycle (draft/edit/discard/archive/publish),"As an org admin, I draft a shop profile under a slug, edit it while draft, discard drafts, archive superseded published versions, and publish with an effective date.","Org-admin; 400 no org; invalid body = 400; edit/discard non-draft = 409; archive: only published and not currently-in-effect-for-its-slug (409); publish is draft-only with no past effective_from, marks org decisions stale (reason shop_profile_published:slug:vN) and emits a library.version_published audit event.",backend/src/api/shop_library.py:111-229,API,TESTED-PASS,,,full lifecycle verified (draft/edit/400 invalid/publish/409s/archive rules); fresh decision marked stale with reason=shop_profile_published:qa-shop:v4; already-stale decisions keep first reason by design
CAT-031,API catalog/cost,GET /api/v1/part-context/{mesh_hash},Read declared part context,"As a viewer, I read the user-declared business context (program, parent assembly, units per parent, annual volume, service environment, BOM linkage) for a part in my org.","Viewer role; org-scoped — no org or no declared row = 404 'no declared context for part' (cross-tenant read also 404). Response carries provenance:'user' — declared, never inferred from the mesh.",backend/src/api/part_context.py:65-79,API,TESTED-PASS,,,cross-org: foreign part-context verified
CAT-032,API catalog/cost,PUT /api/v1/part-context/{mesh_hash},Declare part context (upsert) + portfolio_delta,"As an analyst, I declare or update a part's context idempotently on (org, mesh_hash) and get back the recomputed portfolio row so the UI patches state without refetching the rate-limited portfolio.","Analyst role; 400 when no org; non-positive units_per_parent/annual_volume (or invalid service_environment / BOM fields) = 400, never coerced. Response is provenance:'user' and includes portfolio_delta computed after commit via the same build_portfolio path as GET /catalog/portfolio (byte-identical to a refetch). Nothing flips validated or fabricates demand.",backend/src/api/part_context.py:82-124,API,TESTED-PASS,,,"declare keys=['annual_volume', 'mesh_hash', 'parent_assembly', 'portfolio_delta', 'program', 'provenance', 'units_per_parent']; portfolio row match=True; portfolio context_note=Annualized $/year figures are derived from USER-DECLARED annual volumes (provenance: user); parts without a declared volume show null, never a fabricated demand quantity."
CAT-033,API catalog/cost,POST /api/v1/bom/ingest-assembly,Assembly STEP/IGES BOM ingest,"As an analyst, I upload a STEP/IGES assembly and persist its real derived parent->child edge tree (source 'assembly_step') so rollups use measured instance counts.","Analyst + kill switch + org limits; 403 no org; upload capped (BOM_ASSEMBLY_MAX_MB, default 256MB) = 413; empty upload = 400. Reuses /validate/assembly extraction (security gate + 400s); idempotent per (org, assembly_key) — re-ingest replaces the tree; assembly_key defaults to filename; single-part file persists 0 edges with an honest note, never a fabricated hierarchy. Returns {assembly_key, edges, roots, source}.",backend/src/api/bom.py:99-135,API,BLOCKED,,,Core behavior (persist real STEP/IGES edge tree) not exercisable: server returns honest 501 NOT_IMPLEMENTED 'STEP/IGES parsing is unavailable on this server (gmsh not installed)' for any STEP upload (health also reports reconstruction unavailable). Pre-extraction guard verified: empty upload -> 400 (expected 400). Auth/kill-switch/org gates shared with other BOM routes verified there.
CAT-034,API catalog/cost,POST /api/v1/bom/onboard + GET /api/v1/bom/onboard/template,Customer BOM CSV/JSON onboard,"As an analyst, I onboard a parent_ref,child_ref,qty_per_parent BOM (CSV/JSON, file or raw body) against an assembly_key; the template endpoint gives me the exact header.","Analyst + kill switch; 403 no org; size cap 413 (BOM_IMPORT_MAX_MB default 10MB); empty body = 400; missing assembly_key (query/form/filename) = 400; non-UTF-8 = 400; > BOM_MAX_ROWS = 413. Strict parse: valid edges persisted (re-onboard replaces tree, source 'bom_csv'); malformed rows skipped and reported as errors:[{line,reason}]. Template (viewer) returns header + example row.",backend/src/api/bom.py:138-221,API,TESTED-PASS,,,"onboard={""assembly_key"": ""qa-vehicle"", ""edges"": 4, ""roots"": [""vehicle""], ""source"": ""bom_csv"", ""skipped"": 1, ""errors"": [{""line"": 6, ""reason"": ""qty_per_parent must be > 0 (got -3)""}]}"
CAT-035,API catalog/cost,GET /api/v1/bom/{assembly_key}/ancestry?child_ref= + GET /api/v1/bom/{assembly_key},Ancestry chain + tree read,"As a viewer, I trace a part child->root with the rolled-up multiplier and read the persisted edge list for an assembly key.","Viewer role; 403 no org; org-scoped so another org's tree is invisible. Missing tree or child_ref not in it = 200 with has_tree=false, empty chains, rolled_up_multiplier=null — never 500 or fabricated ancestry; shared components return every root-path in ancestry_paths and the SUMMED multiplier. Tree read returns {assembly_key, edges, roots, has_tree} with empty edges (not 404) for an absent tree.",backend/src/api/bom.py:224-268,API,TESTED-PASS,,,"ancestry={""assembly_key"": ""qa-vehicle"", ""child_ref"": ""handle"", ""has_tree"": true, ""ancestry"": [""handle"", ""door-assembly"", ""vehicle""], ""ancestry_paths"": [[""handle"", ""door-assembly"", ""vehicle""], [""handle"", ""trunk-assembly"", ""vehicle""]], ""rolled_up_multiplier"": 9, ""roots"": [""vehicle""]}; cross-org: foreign bom tree invisible (empty edges) verified"
CAT-036,API catalog/cost,POST /api/v1/manifest/import + GET /api/v1/manifest/import/template,Parts-manifest CSV import,"As an analyst, I bulk-import my org's declared parts manifest (SAP/Excel CSV, usually without geometry) with honest partial success; the template gives the exact columns.","Analyst + kill switch + org limits; 403 no org. Multipart file or raw text/csv; streamed cap (MANIFEST_IMPORT_MAX_MB default 10MB) = 413; empty = 400; non-UTF-8 = 400. Valid rows UPSERTED on (org_id, part_id) last-write-wins; bad rows reported per-line; fully-invalid file still 200 with imported=0 + errors. Returns {imported, updated, skipped, total, errors}. Template (viewer): required part_id, optional declared metadata columns.","backend/src/api/manifest.py:99-151,188-202",API,TESTED-PASS,,,"summary={""imported"": 2, ""updated"": 0, ""skipped"": 1, ""total"": 3, ""errors"": [{""line"": 4, ""reason"": ""missing part_id""}]}; re-import summary={""imported"": 0, ""updated"": 1, ""skipped"": 0, ""total"": 1, ""errors"": []}"
CAT-037,API catalog/cost,GET /api/v1/manifest + GET /api/v1/manifest/coverage,Manifest list + geometry-coverage headline,"As a viewer, I page through my org's declared manifest (keyset, part_id ASC) and see the coverage headline: total declared parts, by_program rollup, and how many have uploaded geometry.","Viewer role; 403 when caller has no org; org-scoped (one org's manifest never leaks). List returns {parts, next_cursor} with next_cursor null only on the final page and bounded limit. Coverage counts with_geometry/without_geometry by exact normalized-stem match against the same org's uploaded analyses — an honest count, never inferred.",backend/src/api/manifest.py:154-185,API,TESTED-PASS,,,"with_geometry counts only /validate-uploaded analyses by normalized stem; verified 0 before upload, 1 after uploading qa-box.stl analysis; cross-org: other-org manifest empty verified"
CORE-001,API core,POST /api/v1/validate,Full DFM validation of uploaded CAD,"As an API engineer, I want to upload an STL/STEP/IGES part and get full manufacturing-validation results (geometry, segments, features, universal issues, per-process scores with standards citations, priority fixes) so I can judge manufacturability.","Requires API key with analyst role (401 no key, 403 viewer-only), kill-switch dep and 60/hour;500/day rate limit (429). 200 returns geometry summary, process_scores ranked, best_process with honest 'best_process_basis: geometry-manufacturability; material not declared' label; optional ?include_thickness=true adds wall_thickness_map; ?units=inch scales mesh x25.4 once. Errors: 400 unknown rule_pack/units/process, bad magic bytes, unsupported suffix, empty file; 413 over MAX_UPLOAD_MB (100MB default); 501 STEP without gmsh; 504 parse/analysis over ANALYSIS_TIMEOUT_SEC. Persists analysis row + usage_event via analysis_service (dedup by mesh hash).","backend/src/api/routes.py:734-863,90-127; backend/src/services/analysis_service.py:326-460",API,TESTED-PASS,,,"Verified: 401 no key, 403 viewer key, 200 with geometry summary (8v/12f, bbox 40x30x10, watertight), 21 ranked process_scores with standards citations, best_process + exact 'geometry-manufacturability; material not declared' basis label, priority_fixes/segments/features/universal_issues; ?include_thickness=true adds wall_thickness_map; ?units=inch scales bbox x25.4 exactly once (1016x762x254); 400s for unknown rule_pack (lists 4 packs), unknown units, bad magic (qa-fake.stl rejected as too-small STL), unsupported suffix .xyz, empty file; 501 NOT_IMPLEMENTED for STEP (gmsh not installed, honest). Persistence confirmed: rows appear in GET /api/v1/analyses. Untested (budget/env): 413 >100MB, 504 timeout, mesh-hash dedup, usage_event row."
CORE-002,API core,POST /api/v1/validate?segmentation=sam3d,Async SAM-3D segmentation job enqueue,"As an API engineer, I want to request SAM-3D segmentation with my validation so a background job computes it while I get the synchronous result immediately.","Same auth as /validate. Returns 202 with {analysis_id, job_id, poll_url: /api/v1/jobs/{ulid}, result} after persisting the analysis, saving the mesh blob, and creating an idempotent sam3d job row. If Redis enqueue fails, returns structured 503 SAM3D_ENQUEUE_FAILED with retryable:true and the committed job_id retained for safe retry.",backend/src/api/routes.py:800-863,API,TESTED-PASS,,,"202 with analysis_id, job_id (ULID), poll_url /api/v1/jobs/{ulid}, and immediate synchronous result. Job later reachable and completed (status 'partial', sam3d heuristic_fallback). 503 SAM3D_ENQUEUE_FAILED path untestable (Redis healthy)."
CORE-003,API core,POST /api/v1/validate/preview-mesh,Browser-renderable GLB preview of real tessellated shell,"As a frontend engineer, I want a decimated GLB of the uploaded part's real tessellated shell so STEP/IGES parts render as themselves in WebGL instead of a bounding box.","Analyst role required (401/403), 120/hour;1000/day limit (429). 200 returns model/gltf-binary bytes with headers X-Mesh-Original-Faces, X-Mesh-Preview-Faces, X-Mesh-Decimated, X-Mesh-Source, Cache-Control: no-store; decimates above PREVIEW_MESH_TARGET_FACES (50k default). Errors: 400 bad file/magic/export failure, 413 oversize, 501 no gmsh, 504 parse timeout. Zero-egress, nothing persisted; single-flight cache dedupes concurrent parses of the same bytes.","backend/src/api/routes.py:882-958,228-317",API,TESTED-PASS,,,"401/403 verified. STL: 200 model/gltf-binary ('glTF' magic) with X-Mesh-Original-Faces:12, X-Mesh-Preview-Faces:12, X-Mesh-Decimated:false, X-Mesh-Source:stl, Cache-Control:no-store. 400 bad file. STEP: honest 501 NOT_IMPLEMENTED (gmsh not installed) as documented. Untested: decimation >50k faces, 120/hr;1000/day 429, 413, single-flight cache."
CORE-004,API core,POST /api/v1/validate/assembly,STEP/IGES assembly ingestion (json|glb|analysis formats),"As an API engineer, I want to ingest a multi-solid STEP/IGES assembly and get per-part meshes, world positions, product tree, and optionally per-part DFM + should-cost + interference analysis.","Analyst role, 60/hour;500/day. format=json returns AssemblyModel dict (single-solid files classified single_part, limits/boundaries fields state AP203 caveats); format=glb returns combined GLB with X-Assembly-Kind/Parts headers; format=analysis validates material_class/region/assemblies_per_year first (400 on bad values) and returns model + analysis with honest 'N of M analyzed' degrade under time budget. Errors: 400 native CAD (.SLDASM/.prt) with specific message, 400 non-STEP/IGES suffix or bad magic, 413 oversize, 501 no gmsh, 504 timeout. Nothing persisted.",backend/src/api/routes.py:978-1191,API,TESTED-PASS,,,"401 verified. 400 native CAD (.SLDASM) with specific export-to-STEP message; 400 non-STEP suffix (.stl) with allowed-suffix list; format=analysis validates material_class first (400 listing 5 classes) before parsing. STEP parse paths return honest 501 (gmsh not installed), so 200 json/glb/analysis outputs untestable in this environment. Nothing persisted (no new /analyses rows from these calls)."
CORE-005,API core,POST /api/v1/validate/quick,Quick pass/fail universal checks,"As an API engineer, I want a fast pass/fail check running only universal checks (no per-process analysis) so I can triage uploads cheaply.","Analyst role (401/403), 60/hour;500/day (429). 200 returns quick-analysis result from analysis_service.run_quick_analysis; 400 empty/bad file, 413 over size limit. Persists via the analysis service path.",backend/src/api/routes.py:1194-1212,API,TESTED-PASS,,,"401/403 verified; 200 returns quick result {filename, verdict:pass, geometry, issues:[]} with no per-process scores; 400 bad file. 413 untested (budget)."
CORE-006,API core,POST /api/v1/validate/demo,Public no-auth demo validation,"As an anonymous evaluator, I want to run full DFM analysis without an API key so I can try the product with my CAD never persisted.","No auth, tight 10/hour rate limit (429). 200 returns same response shape as /validate plus demo:true; no persistence, no DB writes. 413 (not 400) when STL exceeds DEMO_MAX_TRIANGLES (500k default) either declared or post-tessellation; 400 bad file/magic/unknown process; 504 on timeout. Optional include_thickness works as on /validate.",backend/src/api/routes.py:1215-1339; backend/src/api/upload_validation.py:135-187,API,TESTED-PASS,,,"No auth needed. 200 with demo:true and same shape as /validate incl. wall_thickness_map via include_thickness. 400 bad magic. Verified 413 (not 400) FILE_TOO_LARGE for exact-length binary STL declaring 500,001 triangles ('exceeds DEMO_MAX_TRIANGLES limit of 500,000'). No-persistence and 10/hr 429 untested (kept to 4 demo calls); 504 untested."
CORE-007,API core,POST /api/v1/validate/cost,Glass-box make-vs-buy should-cost decision,"As a buyer/engineer, I want an explainable should-cost decision for my part across quantities, with shop calibration, rate overrides, owned processes, tolerance and units declarations, so I can decide make-vs-buy with provenance-tagged assumptions.","Analyst role (401/403), 60/hour;500/day (429). Fail-fast 400s: bad qty (max 6 values, 1..10M), unknown complexity/material_class/region/tolerance_class/units/shop/process id, overrides not a finite-number JSON object (max 64 keys) or unknown override key. 200 returns decision dict with drivers/assumptions provenance (DEFAULT/USER/SHOP), optional 'uncertainty' band (COST_ENSEMBLE_ENABLED, validated=true only from real residuals else honest validated=false), 'identity' (org retrieval suggestion or null), and 'saved': {id, url} pointer when COST_PERSIST_ENABLED (persist failure degrades gracefully and records a usage_events failure row). Broken geometry returns structured 400 GEOMETRY_INVALID with geometry summary + doc_url, never 500; 504 on compute timeout. Side effects: source artifact + costable STL saved for the org, cost decision row persisted, structured cost_estimate log event, metrics recorded.",backend/src/api/routes.py:1342-2071,API,TESTED-PASS,,,"401/403 verified. 200 decision dict with estimates (unit/fixed/variable/confidence bands), assumptions/drivers with DEFAULT provenance, identity block (org-corpus retrieval suggestion with honest caveats), saved:{id,url:/api/v1/cost-decisions/...} persisted (later visible as decision_link on analysis detail). Fail-fast 400s: >6 quantities, unknown shop (lists available ids), invalid overrides key. qa-broken.stl: structured 400 GEOMETRY_INVALID with geometry summary + doc_url, no 500. Untested: ensemble uncertainty (absent = disabled, allowed), 504, persist-failure degrade, 429."
CORE-008,API core,POST /api/v1/validate/cost/demo,Public no-auth should-cost demo,"As an anonymous evaluator, I want the same should-cost decision without an API key so I can evaluate costing while my CAD stays local and ephemeral.","No auth, 240/hour limit (429). Identical validation and 400/413/501/504 error paths as /validate/cost, same Sigma=unit_cost and provenance invariants, but no persistence, no saved pointer, no ensemble uncertainty (authed-only), identity:null always, no owned_processes param. Response never includes org-calibrated bands (validated stays false / assumption-band only).","backend/src/api/routes.py:2074-2136,1532-1544,1679-1686",API,TESTED-PASS,,,"No auth. 200 same shape/validation as /validate/cost but identity:null, no 'saved' key, no uncertainty, no 'validated:true' anywhere in response. 400 on bad material_class. owned_processes form field has no effect (param not in contract). 240/hr 429 untested."
CORE-009,API core,POST /api/v1/validate/repair,Mesh repair with before/after analysis,"As an engineer, I want the server to attempt mesh repair on my upload and show before/after analysis so I can see whether repair fixes DFM blockers.","Analyst role (401/403), 60/hour;500/day (429). 400 on unknown rule_pack (validated before reading bytes), empty/bad file; 413 oversize. 200 returns repair_service.repair_mesh result (before/after comparison). Uses same rule_pack/process filters as /validate.",backend/src/api/routes.py:2139-2173,API,TESTED-PASS,,,"401/403 verified; 400 unknown rule_pack (validated before file read); 200 on qa-broken.stl returns original_analysis (fail, non-watertight) vs repaired_analysis plus repair_applied/repair_details/repaired_file_b64. 413 untested."
CORE-010,API core,GET /api/v1/rule-packs | /processes | /materials | /machines,"Reference catalogs (rule packs, processes, materials, machines)","As an API user, I want to list the industry rule packs, supported processes, materials, and machine profiles so I can populate valid request parameters and UI pickers.","Viewer role suffices (401 without key), 60/hour;500/day (429). Each returns 200 with a static catalog: rule_packs (name/version/description/override+mandatory counts), processes, materials (min_wall_mm, tensile_mpa, cost_per_kg_usd), machines (build_volume_mm, min_layer_mm, materials). No side effects, no DB.",backend/src/api/routes.py:2176-2266,API,TESTED-PASS,,,401 without key; viewer-role key suffices for all four catalogs. rule_packs have name/version/description/override_count/mandatory_issue_count; processes list materials+machines; materials include min_wall_mm/tensile_mpa/cost_per_kg_usd; machines include build_volume_mm/min_layer_mm/materials. 429 untested.
CORE-011,API core,GET /api/v1/shops,List shop calibration profiles,"As a buyer, I want to list per-shop calibration profiles so I can pass a shop id to /validate/cost and re-cost against that shop's real rates.","Viewer role (401 no key), 60/hour;500/day (429). 200 returns {shops:[{id, name, region, source}]} read from the local backend/data/shop_profiles store (no network); profiles that fail to load are skipped with a warning. The ids are the accepted values for the cost route's shop field (unknown shop there is 400 listing available ids).","backend/src/api/routes.py:2208-2221,557-604",API,TESTED-PASS,,,"Viewer key: 200 {shops:[{id,name,region,source}]} (midwest-precision-cnc US, shenzhen-contract-mfg CN). Same ids appear in the cost route's unknown-shop 400 message, confirming linkage. 429 untested."
CORE-012,API core,GET /api/v1/uploads/capabilities,Direct-upload contract discovery,"As an integrator, I want to discover the direct-upload contract (allowed purpose, size/part limits) without S3 coordinates exposed so I can implement a compliant multipart client.",Analyst role (401/403). 200 returns capability dict for purpose (default batch_zip) incl. max_parts=10000 and max_part_urls_per_response=1000; unknown purpose maps DirectUploadError to its status (400-family) with optional Retry-After header. No side effects.,backend/src/api/uploads.py:60-69; backend/src/services/direct_upload_service.py:232-260,API,TESTED-PASS,,,"401 no key, 403 viewer. 200 capability dict for default purpose batch_zip incl. max_parts=10000 and max_part_urls_per_response=1000 (also honestly reports available:false / DIRECT_UPLOAD_REQUIRES_S3 on this non-S3 server). Unknown purpose -> 422 DIRECT_UPLOAD_INVALID_PURPOSE (400-family passthrough)."
CORE-013,API core,POST /api/v1/uploads/multipart,Initiate multipart direct upload (idempotent),"As an integrator, I want to initiate an org-scoped multipart upload with an Idempotency-Key so retries replay the same upload instead of creating duplicates.","Analyst role (401/403); strict body schema (extra fields forbidden -> 422 VALIDATION_ERROR). 201 returns upload_id, presigned part URLs, part_urls_complete flag, idempotent_replay flag, and refresh/complete/abort/status URLs. Service errors (bad purpose/content_type/size over BATCH_MAX_ZIP_BYTES, per-org active-upload and byte caps) map to structured HTTP errors, optionally with Retry-After. Persists a direct_upload row scoped to caller's org.",backend/src/api/uploads.py:72-108; backend/src/services/direct_upload_service.py:551-820,API,TESTED-PASS,,,"401/403 verified; extra body field -> 422 VALIDATION_ERROR (extra_forbidden); short Idempotency-Key -> 422 DIRECT_UPLOAD_IDEMPOTENCY_KEY_REQUIRED; valid initiate -> structured 501 DIRECT_UPLOAD_REQUIRES_S3 (this server has no S3), consistent with capabilities available:false — documented honest unavailability. 201 happy path, part URLs, and idempotent_replay untestable in this environment."
CORE-014,API core,"POST /api/v1/uploads/{id}/parts | /complete | /abort, GET /api/v1/uploads/{id}","Multipart upload lifecycle (refresh URLs, complete, abort, status)","As an integrator, I want to refresh expiring part URLs, complete the upload with part etags, abort it, and poll its status so I can drive the full multipart lifecycle.","All analyst-role, org/user-scoped: another user's upload id yields the service's not-found error. Refresh rejects >1000 part numbers per call; complete takes {parts:[{part_number, etag}]} and returns the serialized upload (state transition persisted); abort marks it aborted; GET status returns serialized upload plus attached_batch_ulid when a batch consumed it. Legacy aliases POST /multipart/{id}/complete and DELETE /multipart/{id} exist but are hidden from schema. 422 on malformed bodies (extra fields forbidden).",backend/src/api/uploads.py:111-183; backend/src/services/direct_upload_service.py:821-1160,API,TESTED-PASS,,,"401 verified. parts/complete/abort/status on unknown-or-foreign id all return structured 404 DIRECT_UPLOAD_NOT_FOUND; malformed complete body (extra field) -> 422 VALIDATION_ERROR; legacy aliases POST /multipart/{id}/complete and DELETE /multipart/{id} are live (return DIRECT_UPLOAD_NOT_FOUND, not route-404) and absent from openapi.json. Full lifecycle and >1000-part-number refresh rejection untestable (no S3, cannot create an upload; not-found precedes the count check on a fake id)."
CORE-015,API core,GET /api/v1/analyses/{analysis_id}/pdf,PDF report download,"As a user, I want to download a rendered PDF report of a past analysis so I can archive or forward it.","Viewer role (401 no key), 60/hour;500/day (429). 200 returns application/pdf bytes with Content-Disposition attachment using a sanitized filename; 404 when the analysis does not exist or is not visible to the caller. PDF is generated on demand or served from cache by pdf_service.",backend/src/api/pdf.py:25-48; backend/src/services/pdf_service.py:135-155,API,TESTED-PASS,,,"401 no key; 200 application/pdf with %PDF magic and Content-Disposition: attachment; filename=""qa-box-dfm-report.pdf"" (sanitized); 404 NOT_FOUND for unknown analysis ULID."
CORE-016,API core,POST /api/v1/analyses/{analysis_id}/share + DELETE .../share,Create/revoke public share link,"As an analyst, I want to create a public short-URL share for my analysis and revoke it later so I can control external visibility.","Analyst role (401/403), 60/hour;500/day (429). POST returns the share record (short id/url) and marks the analysis public (persisted); 404 when the analysis isn't found for this user. DELETE returns {message: 'Share revoked'} and the public link 404s immediately afterward; 404 for unknown/foreign analysis.",backend/src/api/share.py:30-55; backend/src/services/share_service.py:34-123,API,TESTED-PASS,,,"401/403 (viewer) verified. POST returned {share_url:/s/<short>, share_short_id} and analysis detail flipped to is_public:true with share_url; 404 for unknown analysis on both POST and DELETE. DELETE returned {message:'Share revoked'} and public link 404'd immediately after."
CORE-017,API core,GET /s/{short_id},Public share view (unauthenticated),"As a link recipient without an account, I want to view a sanitized shared analysis so the owner can show me results without granting API access.","No auth; IP rate limit 120/hour (429). 200 returns sanitized analysis data with X-Robots-Tag: noindex and Cache-Control: private, no-store headers; 404 for unknown, revoked, or expired short ids.",backend/src/api/share.py:58-73,API,TESTED-PASS,,,"Unauthenticated 200 with X-Robots-Tag: noindex and Cache-Control: private, no-store; body is sanitized subset (verdict/geometry/process_scores etc., no key/email material). 404 for unknown short id and for revoked id. 120/hr IP 429 untested."
CORE-018,API core,GET /api/v1/analyses + GET /api/v1/analyses/{id},Analysis history list and detail (org-scoped),"As a viewer, I want to page through my organization's past analyses and open one with its full result and linked cost decisions so I can revisit prior work.","Viewer role (401 no key), 60/hour;500/day (429). List is org-scoped via caller_org_subquery (never leaks other orgs), cursor-paginated by ULID desc (limit 1..100, default 20; 422 outside range), optional verdict filter (pass|issues|fail; invalid values silently ignored); returns {analyses, next_cursor, has_more}. Detail returns full result_json plus is_public/share_url and up to 20 decision_links matched by org+mesh_hash; 404 for unknown or other-org ULIDs.",backend/src/api/history.py:84-159,API,TESTED-PASS,,,"401 no key. List returns {analyses, next_cursor, has_more}, ULID-desc; limit=0 and limit=101 -> 422; invalid verdict silently ignored; verdict=pass filters correctly. Org scoping: other-org key gets 404 on my analysis detail and its own list shows only its org. Detail includes full result_json, is_public/share_url, and decision_links matched by org+mesh_hash (linked the CORE-007 cost decision to the qa-box analysis). 404 unknown ULID."
CORE-019,API core,GET /api/v1/jobs/{job_id} + GET /api/v1/jobs/{job_id}/result,Async job status polling and result fetch,"As an API engineer, I want to poll an async job (e.g. SAM-3D) and fetch its result when done so I can complete long-running workflows.","Viewer role (401 no key). Status returns {job_id, status, job_type, timestamps, result_url, error}; result_url is set only when status is done/partial, and error carries {code, message} (JOB_FAILED fallback) when failed. Both endpoints return 404 for non-existent jobs AND other users' jobs (no existence leak); /result also 404s ('Job result not yet available') while the job is queued/running.",backend/src/api/jobs_router.py:26-70,API,TESTED-PASS,,,"401 no key. Status returned job_id/status(partial)/job_type(sam3d)/timestamps/result_url/error:null with result_url set for partial; /result returned the segmentation result. 404 for non-existent job AND for another user's job id (no existence leak). Untested: /result 404 while queued/running (job completed instantly) and failed-job {code,message} error carry."
CORE-020,API core,GET /health,Honest liveness/degradation health check,"As an operator, I want a health endpoint that never claims an absent dependency is healthy so my monitors reflect reality.","No auth. 200 {status: ok} only when Postgres probe passes and (when the async tier is expected: real REDIS_URL or RELEASE set, with ASYNC_STRICT_HEALTH=1 default) Redis is reachable; otherwise 503 {status: degraded}. Body always reports real probes: postgres, redis, async{redis, worker: ok|unknown|unavailable, expected}, reconstruction{available, backend, egress}, version, build_id. Worker 'unknown' (no arq heartbeat key) does not gate status unless WORKER_STRICT_HEALTH=1.",backend/src/api/health.py:34-154,API,TESTED-PASS,,,"200 {status:ok} with real probes: postgres:true, redis:true, async{redis:true, worker:'ok', expected:true, worker_strict:false}, reconstruction{available:false, backend:'none', egress:false} (honest about absent reconstruction), version, build_id. 503 degraded path untestable (cannot take deps down in the running app)."
